6,2,5,1.785179747,0.280432592,112.82336,402.319,289.49564,63.2,281.24,1406.2
7,2,5,2.934085915,0.343596555,166.65608,485.0342,318.37812,56.8,306.6,1533
8,2,5,3.627289286,0.415791114,203.1282,488.53425,285.40605,56,331.4,1657
9,2,5,3.617266364,0.415290634,198.94965,479.06125,280.1116,55,334.1,1670.5
0,2,5,4.464221842,0.693052361,416.95832,601.626,184.66768,93.4,33.44,167.2
